loan_id,is_first_loan,fully_repaid_previous_loans,currently_repaying_other_loans,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,loan_purpose,date,loan_granted,loan_repaid
135569,1,,,7100,0.61,647,2777,1,34200,24,5,other,2012-08-10,1,1.0
781825,1,,,6200,0.58,913,10054,1,59500,72,4,home,2012-02-13,1,1.0
87088,1,,,1600,0.71,3704,7090,1,55200,27,4,business,2012-06-05,1,1.0
503295,0,1.0,0.0,5200,0.77,439,1281,1,23100,36,2,home,2012-03-13,1,1.0
114696,1,,,3400,0.36,6229,4771,1,28400,38,8,other,2012-11-29,1,1.0
535698,0,1.0,0.0,6600,0.66,2967,2174,1,58900,45,1,other,2012-10-15,1,1.0
172291,0,1.0,0.0,3400,0.77,1693,5396,0,0,45,8,investment,2012-04-12,1,1.0
839919,1,,,6600,0.81,4330,2450,1,28300,57,8,business,2012-07-23,1,1.0
856156,1,,,6400,0.5,3411,5854,1,38200,54,7,investment,2012-12-26,1,1.0
597024,1,,,6000,0.96,3182,5877,1,9500,53,5,investment,2012-11-23,1,1.0
248479,0,1.0,0.0,2900,0.75,3641,2710,1,11600,36,3,other,2012-07-06,1,1.0
244304,1,,,6900,0.52,2372,4527,1,49400,37,2,emergency_funds,2012-02-17,1,1.0
96973,0,1.0,0.0,2300,0.98,3069,6976,1,67900,28,1,home,2012-10-18,1,1.0
487924,1,,,4700,0.76,4052,3715,1,61500,52,8,home,2012-04-12,1,1.0
393416,0,1.0,0.0,4800,0.9,1138,4739,1,32400,24,1,home,2012-11-29,1,1.0
475098,1,,,6900,0.47,4882,5031,1,33000,74,8,home,2012-06-11,1,1.0
199497,1,,,3800,0.72,83,1945,1,54100,44,5,other,2012-05-24,1,1.0
193224,0,1.0,0.0,3400,0.81,5307,8566,1,19100,49,1,emergency_funds,2012-03-07,1,1.0
639180,1,,,3400,0.5,4651,6241,1,31600,30,8,home,2012-11-23,1,1.0
497659,1,,,4300,0.51,5457,569,1,35500,47,8,emergency_funds,2012-08-13,1,1.0
109195,1,,,5700,0.52,4627,8046,1,41800,37,1,investment,2012-06-07,1,1.0
469398,0,0.0,1.0,7100,0.44,4885,2692,1,36800,30,2,home,2012-04-25,1,1.0
890996,0,1.0,1.0,3500,0.75,1583,4578,1,35500,74,4,business,2012-10-17,1,1.0
561806,1,,,8900,0.63,999,2708,1,50400,48,4,home,2012-06-20,1,1.0
653286,0,1.0,0.0,2400,0.51,1227,4207,1,20800,44,5,investment,2012-03-19,1,1.0
250832,1,,,7000,0.57,252,5353,1,14700,51,5,other,2012-09-05,1,1.0
787505,1,,,4700,0.9,2949,7572,1,52400,44,8,emergency_funds,2012-08-13,1,1.0
665800,1,,,7600,0.99,5204,941,1,57400,21,0,business,2012-07-19,1,1.0
930864,1,,,2400,0.55,4459,2732,1,45300,42,2,investment,2012-12-03,1,1.0
21267,1,,,10700,0.44,2670,2412,1,45900,19,3,other,2012-08-03,1,1.0
102625,1,,,3800,0.56,2824,4439,1,33900,34,2,investment,2012-12-14,1,1.0
307852,1,,,7200,0.71,1880,4979,1,32800,36,3,investment,2012-07-13,1,1.0
299422,1,,,5700,0.43,2623,3504,1,19600,33,6,emergency_funds,2012-02-13,1,1.0
180803,0,1.0,1.0,6000,0.23,2192,1535,1,57600,47,3,business,2012-07-09,1,1.0
755491,0,1.0,0.0,5100,0.66,1422,5572,1,10100,35,4,business,2012-08-13,1,1.0
489034,1,,,6700,0.66,1955,3518,1,22700,43,5,investment,2012-09-26,1,1.0
593913,1,,,6300,0.71,2124,6241,1,30300,70,3,home,2012-05-15,1,1.0
658889,0,1.0,0.0,4500,0.52,5906,5168,1,44100,34,6,investment,2012-06-07,1,1.0
124518,0,1.0,0.0,1300,0.65,1318,7603,1,35800,21,8,home,2012-06-25,1,1.0
212279,1,,,5900,1.0,6515,7201,0,0,35,8,business,2012-08-09,1,1.0
4332,0,1.0,0.0,5000,0.46,4584,792,0,0,41,2,business,2012-02-07,1,1.0
426129,1,,,5200,0.58,2097,5413,1,28600,54,1,home,2012-10-18,1,1.0
722700,0,1.0,0.0,2600,0.36,92,5302,1,40100,41,2,investment,2012-04-23,1,1.0
712932,0,1.0,0.0,6100,0.62,2575,4507,1,36200,38,8,other,2012-05-15,1,1.0
90957,1,,,3100,0.72,1493,7492,1,14100,50,2,home,2012-02-06,1,1.0
802326,1,,,8400,0.53,1680,4612,1,15300,43,8,other,2012-02-21,1,1.0
460182,0,1.0,0.0,2200,0.92,2426,3688,1,63600,59,8,investment,2012-02-10,1,1.0
530935,0,1.0,0.0,3900,0.76,2958,2493,1,43600,27,4,emergency_funds,2012-02-21,1,1.0
555553,1,,,7300,0.6,3656,753,1,20500,56,0,other,2012-07-30,1,1.0
29136,0,1.0,0.0,5300,0.96,3985,5242,1,17500,63,3,other,2012-11-19,1,1.0
860159,1,,,3900,0.82,1438,1354,1,42100,52,1,emergency_funds,2012-10-29,1,1.0
275233,0,1.0,1.0,4100,0.79,5444,4029,1,54400,49,8,investment,2012-01-30,1,1.0
675903,1,,,6000,0.89,137,6025,1,12000,54,2,home,2012-07-11,1,1.0
386364,1,,,6600,0.41,4710,7207,1,29200,32,1,investment,2012-01-17,1,1.0
103965,1,,,3100,0.56,2837,5837,1,48500,45,5,investment,2012-11-21,1,1.0
946349,1,,,3400,0.44,1735,6150,1,22600,34,1,emergency_funds,2012-12-20,1,1.0
949738,1,,,2500,0.75,3126,5985,1,56400,55,2,emergency_funds,2012-11-22,1,1.0
252637,1,,,6600,0.63,1577,3016,1,51200,29,3,investment,2012-11-13,1,1.0
125137,0,1.0,0.0,5700,0.68,3260,4167,1,27500,53,8,home,2012-12-10,1,1.0
792639,0,1.0,0.0,5000,0.72,2131,4331,1,41100,26,3,investment,2012-09-19,1,1.0
185830,0,1.0,0.0,3900,0.33,974,3900,1,59000,19,8,emergency_funds,2012-06-13,1,1.0
798641,1,,,5400,0.51,2792,3123,1,26300,51,1,investment,2012-06-28,1,1.0
228273,0,1.0,0.0,6100,0.66,1959,5113,1,31800,54,3,emergency_funds,2012-04-16,1,1.0
529563,1,,,3000,0.66,2026,2815,1,38500,78,8,investment,2012-03-26,1,1.0
948567,0,1.0,0.0,6000,0.6,285,727,1,6200,41,5,business,2012-07-09,1,1.0
248113,0,1.0,0.0,4500,0.67,4226,2397,1,41900,26,0,other,2012-02-15,1,1.0
252800,1,,,4200,1.0,4264,3586,1,26500,37,3,emergency_funds,2012-12-24,1,1.0
993544,1,,,7000,0.56,2923,6910,1,36500,29,3,business,2012-08-16,1,1.0
262598,0,1.0,1.0,2400,0.72,3002,3202,1,30400,54,2,business,2012-10-31,1,1.0
731616,1,,,5500,0.25,2074,5632,1,45200,47,2,home,2012-06-15,1,1.0
771447,1,,,8300,0.86,38,2764,1,29000,38,1,investment,2012-02-23,1,1.0
914922,1,,,6800,0.64,3104,2279,1,24000,44,6,emergency_funds,2012-08-02,1,1.0
904679,1,,,6500,0.41,983,6219,1,38000,65,2,emergency_funds,2012-10-11,1,1.0
855998,1,,,3500,0.84,2843,529,1,42200,20,1,business,2012-06-05,1,1.0
28602,0,0.0,1.0,2900,0.37,752,2261,1,42900,33,2,investment,2012-06-20,1,1.0
925883,1,,,5400,0.55,1622,4029,1,37500,42,8,business,2012-02-01,1,1.0
697439,1,,,2800,0.8,2499,3590,1,28000,48,0,home,2012-12-24,1,1.0
31812,0,1.0,0.0,6800,0.48,1476,4242,1,31800,35,2,business,2012-11-08,1,1.0
667142,0,1.0,0.0,4300,0.91,785,1058,1,25100,34,2,emergency_funds,2012-06-26,1,1.0
647141,1,,,7000,0.63,320,1362,1,16400,35,1,emergency_funds,2012-05-23,1,1.0
946384,0,1.0,0.0,6500,0.73,4182,4013,1,29900,52,6,other,2012-04-20,1,1.0
980299,0,1.0,0.0,6100,0.64,6152,3373,1,31600,33,5,home,2012-09-25,1,1.0
64425,1,,,6000,0.68,6258,2082,1,62400,36,3,other,2012-11-27,1,1.0
780474,0,1.0,0.0,10400,0.85,1178,3683,1,25600,36,3,emergency_funds,2012-05-07,1,1.0
195980,0,1.0,0.0,6500,0.86,3379,8051,1,25800,41,2,other,2012-07-02,1,1.0
940132,0,1.0,0.0,2600,0.55,2516,2447,1,26300,41,8,other,2012-02-02,1,1.0
333670,1,,,4300,0.66,2696,3600,1,45300,31,3,emergency_funds,2012-07-09,1,1.0
459843,0,1.0,1.0,3200,0.84,4152,6271,1,42900,37,7,business,2012-10-18,1,1.0
32572,1,,,8700,0.91,1098,1981,1,69100,64,1,investment,2012-07-19,1,1.0
470986,0,1.0,0.0,9600,0.56,5558,5275,1,54700,33,1,home,2012-11-20,1,1.0
738798,1,,,6200,0.72,6219,2012,1,42900,29,2,emergency_funds,2012-08-21,1,1.0
451819,0,1.0,0.0,6700,0.55,2417,6972,1,25600,38,8,home,2012-08-22,1,1.0
144663,1,,,6000,0.77,3736,7531,1,29800,24,3,other,2012-04-27,1,1.0
318879,0,1.0,0.0,5100,0.75,336,3738,1,42600,48,0,emergency_funds,2012-02-03,1,1.0
556160,0,1.0,1.0,5200,0.71,1545,5689,1,38400,56,6,business,2012-03-12,1,1.0
733137,1,,,7200,0.47,1134,5951,1,43000,54,2,emergency_funds,2012-02-21,1,1.0
561249,0,1.0,0.0,3800,0.58,3162,7075,0,0,29,3,investment,2012-07-24,1,1.0
80336,0,1.0,0.0,4600,0.48,816,9209,1,59200,26,0,investment,2012-04-04,1,1.0
873776,1,,,1800,0.59,642,6249,1,24300,60,3,business,2012-06-01,1,1.0
855868,0,1.0,0.0,4800,0.82,1542,2336,1,3300,24,2,home,2012-07-11,1,1.0
399282,0,1.0,0.0,4000,0.65,58,2303,1,31600,47,5,home,2012-10-22,1,1.0
394898,0,1.0,0.0,6300,0.63,3365,4119,1,25900,42,1,business,2012-05-17,1,1.0
463222,1,,,4800,0.6,1487,3669,1,14700,24,6,investment,2012-08-20,1,1.0
392953,1,,,4500,0.69,10,3124,1,55600,30,2,business,2012-07-09,1,1.0
916264,0,1.0,0.0,4400,0.86,3426,3957,1,38000,28,1,investment,2012-04-23,1,1.0
923480,0,1.0,0.0,2500,0.5,752,790,1,44300,35,2,home,2012-01-09,1,1.0
312658,0,1.0,1.0,8600,0.86,1108,2358,1,24800,43,3,home,2012-10-26,1,1.0
12479,0,1.0,0.0,5400,0.4,3329,1094,1,31300,53,8,business,2012-07-04,1,1.0
237279,1,,,4900,0.64,2378,1924,1,64200,25,8,home,2012-10-26,1,1.0
154126,0,1.0,0.0,5400,0.89,629,1343,1,35000,42,2,home,2012-02-29,1,1.0
942974,1,,,4300,0.76,1898,2625,1,50400,20,1,emergency_funds,2012-06-14,1,1.0
892953,1,,,6100,0.73,135,4530,1,8800,19,8,business,2012-03-09,1,1.0
947357,1,,,2400,0.85,2174,599,1,38500,49,3,investment,2012-05-22,1,1.0
760199,1,,,5100,0.64,755,5829,1,36300,62,3,emergency_funds,2012-04-23,1,1.0
625769,0,1.0,1.0,8100,0.34,2186,5709,1,15200,55,1,home,2012-02-24,1,1.0
783237,1,,,5300,0.67,1705,6620,1,36900,79,1,home,2012-03-08,1,1.0
569974,0,1.0,0.0,4000,0.88,3319,4672,1,51500,35,3,emergency_funds,2012-10-22,1,1.0
113355,1,,,1900,0.42,2402,4082,1,17900,26,8,emergency_funds,2012-02-01,1,1.0
475682,1,,,7200,0.52,3498,5800,0,0,41,5,business,2012-07-02,1,1.0
837821,1,,,3700,0.94,3785,2948,1,34000,36,4,business,2012-11-19,1,1.0
445060,1,,,3300,0.53,2579,5596,1,31800,59,3,other,2012-03-05,1,1.0
698982,1,,,4300,0.69,2028,7803,1,12700,18,1,investment,2012-06-07,1,1.0
956489,1,,,3700,0.59,5034,3089,1,24500,22,2,home,2012-02-09,1,1.0
438776,1,,,7700,0.96,1222,4826,1,33200,36,2,business,2012-02-20,1,1.0
252112,1,,,4200,0.65,4429,6129,1,52700,53,6,home,2012-10-04,1,1.0
898201,1,,,4300,0.82,1054,1953,1,29500,20,4,investment,2012-05-22,1,1.0
491605,0,1.0,0.0,4300,0.8,2897,3337,1,24300,25,6,business,2012-10-03,1,1.0
400592,0,1.0,1.0,6000,1.08,3130,4425,1,26700,40,8,investment,2012-10-11,1,1.0
354907,1,,,4900,0.59,1607,2259,1,24500,22,5,business,2012-05-28,1,1.0
127715,1,,,0,,1093,632,1,23200,30,7,home,2012-06-25,1,1.0
3621,0,0.0,0.0,4200,0.71,2338,3701,1,8900,78,2,other,2012-01-20,1,1.0
396242,1,,,7000,0.49,578,7876,1,33600,66,1,investment,2012-12-27,1,1.0
373808,0,1.0,0.0,1000,0.77,4601,3621,1,28400,22,1,home,2012-01-04,1,1.0
935780,0,1.0,0.0,3800,0.93,4017,3591,1,52000,40,1,business,2012-04-05,1,1.0
110018,1,,,5900,0.57,1125,2562,1,60100,36,2,business,2012-09-26,1,1.0
490348,1,,,2400,0.35,1625,2715,1,50700,19,1,other,2012-01-16,1,1.0
271615,1,,,4500,0.47,5689,4860,1,35300,33,1,home,2012-06-28,1,1.0
279574,1,,,3100,0.68,2921,6379,1,41600,34,5,investment,2012-01-24,1,1.0
917004,1,,,7700,0.49,1658,2673,1,51500,48,8,business,2012-02-16,1,1.0
218416,1,,,7800,0.74,4566,980,1,55400,58,3,investment,2012-08-08,1,1.0
735232,0,0.0,0.0,5700,0.53,980,4543,1,22900,31,1,emergency_funds,2012-04-05,1,1.0
594677,1,,,4100,0.46,4156,1903,1,42900,37,8,business,2012-10-12,1,1.0
583453,0,1.0,0.0,5200,0.57,5288,4981,1,38200,34,4,investment,2012-07-18,1,1.0
898406,0,1.0,0.0,8300,0.87,334,3101,1,32100,21,2,business,2012-01-03,1,1.0
333845,1,,,5600,0.81,3842,4914,1,7800,37,1,business,2012-01-18,1,1.0
344035,1,,,3500,0.51,4899,2876,1,52400,50,1,business,2012-09-14,1,1.0
660952,1,,,4600,0.81,2908,4452,1,8300,42,2,investment,2012-08-01,1,1.0
57164,1,,,4900,0.76,1734,5747,1,25600,39,1,investment,2012-01-02,1,1.0
374824,0,1.0,0.0,9000,0.78,3076,6281,1,63200,56,1,home,2012-03-27,1,1.0
329148,1,,,6600,0.85,3564,2332,1,41400,45,0,emergency_funds,2012-11-15,1,1.0
607728,1,,,2400,0.3,2587,6864,1,39300,40,8,home,2012-05-31,1,1.0
645736,1,,,8300,0.97,4135,1369,1,33600,19,5,business,2012-03-26,1,1.0
606550,1,,,5300,0.73,1527,3048,1,23400,25,2,investment,2012-11-09,1,1.0
245942,0,0.0,1.0,6800,0.94,7074,4143,1,33200,39,3,home,2012-09-11,1,1.0
193700,1,,,2800,0.91,6591,860,1,20400,58,1,emergency_funds,2012-07-25,1,1.0
80892,1,,,4500,0.54,3117,2368,1,18900,50,4,investment,2012-05-31,1,1.0
856957,1,,,3100,0.37,2230,4693,1,18600,70,4,home,2012-08-21,1,1.0
463024,1,,,7500,0.55,2628,7470,1,46300,32,2,emergency_funds,2012-05-16,1,1.0
394559,1,,,4200,0.97,3598,1935,1,32700,62,8,home,2012-08-14,1,1.0
920702,1,,,0,,809,2807,1,52700,18,6,home,2012-11-08,1,1.0
419027,1,,,5000,0.71,3350,10905,1,34300,30,6,emergency_funds,2012-08-06,1,1.0
26321,1,,,3700,0.74,4364,3694,1,32700,32,8,business,2012-05-01,1,1.0
322986,1,,,5400,0.55,934,4572,1,43200,23,8,home,2012-05-15,1,1.0
148993,1,,,5100,0.34,4149,9306,1,49500,44,0,business,2012-10-09,1,1.0
654734,0,0.0,0.0,4600,0.6,5742,4805,1,27900,38,4,other,2012-05-17,1,1.0
269904,0,1.0,0.0,4700,0.65,199,2296,1,64200,46,0,emergency_funds,2012-08-28,1,1.0
931207,1,,,5300,0.79,2101,5073,1,11900,29,0,investment,2012-08-06,1,1.0
650795,0,1.0,0.0,7100,0.72,6386,4078,1,38500,42,2,other,2012-05-09,1,1.0
588992,0,1.0,1.0,2700,0.67,3927,5541,1,33700,32,2,other,2012-04-02,1,1.0
239207,0,1.0,1.0,5100,0.51,5006,4020,1,31600,22,3,business,2012-07-12,1,1.0
915219,1,,,3600,0.51,422,3318,1,21400,47,1,home,2012-07-10,1,1.0
546375,0,1.0,0.0,8500,0.8,3071,8655,1,41000,40,0,investment,2012-02-16,1,1.0
544300,0,1.0,0.0,3300,0.7,1949,5601,1,33100,37,2,investment,2012-07-02,1,1.0
123176,1,,,4800,0.73,7280,5744,1,49500,41,1,business,2012-05-09,1,1.0
82646,0,1.0,1.0,7100,0.63,3419,1744,1,7800,21,8,home,2012-11-20,1,1.0
641593,1,,,7100,0.71,4599,1719,1,35800,20,4,home,2012-02-08,1,1.0
967289,1,,,3900,0.53,1226,5288,1,48600,64,6,home,2012-03-12,1,1.0
918275,1,,,4400,0.73,1115,4766,1,44800,51,8,home,2012-07-24,1,1.0
596993,0,1.0,0.0,7400,0.63,2448,7757,1,27900,25,2,business,2012-05-29,1,1.0
560981,1,,,5200,0.23,2063,5124,1,5400,38,1,emergency_funds,2012-07-03,1,1.0
738097,0,1.0,1.0,3500,0.64,2876,6365,1,27800,57,5,home,2012-10-04,1,1.0
413655,0,1.0,0.0,3700,0.51,3537,5280,1,39300,32,3,business,2012-03-12,1,1.0
251356,0,1.0,0.0,6900,0.57,132,1804,1,22100,27,3,home,2012-01-26,1,1.0
