,Gender_Female,Gender_Male,Gender_nan,Married_No,Married_Yes,Married_nan,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Dependents_nan,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Self_Employed_nan,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
45,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
46,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
47,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
48,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
49,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
50,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
51,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
52,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
53,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
54,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
55,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
56,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
57,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
58,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
59,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
60,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
61,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
62,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
63,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
64,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
65,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
66,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
67,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
68,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
69,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
70,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
71,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
72,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
73,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
74,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
76,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
77,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
78,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
79,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
80,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
81,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
82,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
83,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
84,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
85,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
86,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
87,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
88,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
89,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
90,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
91,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
92,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
93,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
94,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
95,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
96,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
97,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
98,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
99,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
100,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
101,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
102,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
103,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
104,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
105,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
106,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
107,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
108,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
109,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
110,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
111,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
112,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
113,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
114,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
115,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
116,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
117,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
118,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
119,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
120,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
121,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
122,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
123,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
124,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
125,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
126,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
127,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
128,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
129,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
130,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
131,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
132,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
133,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
134,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
135,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
136,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
137,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
138,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
139,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
140,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
141,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
142,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
143,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
144,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
145,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
146,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
147,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
148,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
149,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
150,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
151,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
152,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
153,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
154,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
155,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
156,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
157,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
158,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
159,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
160,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
161,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
162,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
163,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
164,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
165,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
166,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
167,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
168,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
169,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
170,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
171,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
172,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
173,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
174,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
175,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
176,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
177,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
178,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
179,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
180,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
181,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
182,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
183,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
184,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
185,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
186,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
187,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
188,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
189,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
190,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
191,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
192,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
193,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
194,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
195,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
196,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
197,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
198,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
199,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
200,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
201,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
202,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
203,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
204,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
205,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
206,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
207,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
208,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
209,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
210,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
211,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
212,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
213,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
214,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
215,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
216,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
217,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
218,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
219,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
220,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
221,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
222,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
223,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
224,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
225,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
226,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
227,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
228,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
229,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
230,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
231,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
232,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
233,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
234,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
235,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
236,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
237,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
238,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
239,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
240,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
241,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
242,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
243,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
244,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
245,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
246,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
247,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
248,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
249,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
250,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
251,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
252,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
253,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
254,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
255,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
256,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
257,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
258,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
259,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
260,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
261,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
262,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
263,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
264,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
265,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
266,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
267,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
268,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
269,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
270,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
271,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
272,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
273,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
274,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
275,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
276,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
277,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
278,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
279,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
280,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
281,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
282,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
283,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
284,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
285,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
286,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
287,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
288,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
289,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
290,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
291,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
292,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
293,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
294,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
295,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
296,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
297,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
298,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
299,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
300,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
301,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
302,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
303,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
304,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
305,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
306,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
307,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
308,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
309,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
310,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
311,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
312,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
313,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
314,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
315,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
316,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
317,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
318,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
319,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
320,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
321,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
322,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
323,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
324,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
325,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
326,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
327,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
328,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
329,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
330,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
331,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
332,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
333,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
334,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
335,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
336,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
337,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
338,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
339,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
340,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
341,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
