,Unnamed: 0_x,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Unnamed: 0_y,Gender_0,Gender_1,Married_0,Married_1,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Education_0,Education_1,Self_Employed_0,Self_Employed_1,Property_Area_0,Property_Area_1,Property_Area_2,Loan_Status_0,Loan_Status_1
68,84,LP001450,Male,Yes,0,Graduate,No,4456,0,131.0,180.0,0.0,Semiurban,87,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
69,85,LP001452,Male,Yes,2,Graduate,No,4635,8000,102.0,180.0,1.0,Rural,88,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
70,86,LP001455,Male,Yes,0,Graduate,No,3571,1917,135.0,360.0,1.0,Urban,89,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
71,87,LP001466,Male,No,0,Graduate,No,3066,0,95.0,360.0,1.0,Semiurban,90,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
72,88,LP001471,Male,No,2,Not Graduate,No,3235,2015,77.0,360.0,1.0,Semiurban,91,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
73,91,LP001483,Male,Yes,3+,Graduate,No,13518,0,390.0,360.0,1.0,Rural,92,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
74,92,LP001486,Male,Yes,1,Graduate,No,4364,2500,185.0,360.0,1.0,Semiurban,93,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
75,93,LP001490,Male,Yes,2,Not Graduate,No,4766,1646,100.0,360.0,1.0,Semiurban,94,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1
76,94,LP001496,Male,Yes,1,Graduate,No,4609,2333,123.0,360.0,0.0,Semiurban,96,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
77,95,LP001499,Female,Yes,3+,Graduate,No,6260,0,110.0,360.0,1.0,Semiurban,97,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
78,96,LP001500,Male,Yes,1,Graduate,No,3333,4200,256.0,360.0,1.0,Urban,98,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
79,97,LP001501,Male,Yes,0,Graduate,No,3500,3250,140.0,360.0,1.0,Semiurban,99,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
80,98,LP001517,Male,Yes,3+,Graduate,No,9719,0,61.0,360.0,1.0,Urban,100,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
81,100,LP001534,Male,No,0,Graduate,No,4452,0,131.0,360.0,1.0,Rural,101,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
82,102,LP001547,Male,Yes,1,Graduate,No,3901,0,116.0,360.0,1.0,Urban,105,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
83,103,LP001548,Male,Yes,2,Not Graduate,No,2687,0,50.0,180.0,1.0,Rural,106,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
84,105,LP001561,Female,Yes,0,Graduate,No,3417,1287,200.0,360.0,1.0,Semiurban,108,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
85,107,LP001567,Male,Yes,3+,Graduate,No,4513,0,120.0,360.0,1.0,Rural,109,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
86,108,LP001568,Male,Yes,0,Graduate,No,4500,0,140.0,360.0,1.0,Semiurban,110,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
87,109,LP001573,Male,Yes,0,Not Graduate,No,4523,1350,165.0,360.0,1.0,Urban,115,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
88,110,LP001584,Female,No,0,Graduate,Yes,4742,0,108.0,360.0,1.0,Semiurban,116,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
89,112,LP001589,Female,No,0,Graduate,No,3417,0,102.0,360.0,1.0,Urban,118,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
90,113,LP001591,Female,Yes,2,Graduate,No,2922,3396,122.0,360.0,1.0,Semiurban,119,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
91,114,LP001599,Male,Yes,0,Graduate,No,4167,4754,160.0,360.0,1.0,Rural,121,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
92,116,LP001607,Female,No,0,Not Graduate,No,0,1760,180.0,360.0,1.0,Semiurban,122,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
93,118,LP001613,Female,No,0,Graduate,No,1762,2666,104.0,360.0,0.0,Urban,123,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
94,119,LP001622,Male,Yes,2,Graduate,No,724,3510,213.0,360.0,0.0,Rural,124,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1
95,120,LP001627,Male,No,0,Graduate,No,3125,0,65.0,360.0,1.0,Urban,128,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
96,121,LP001650,Male,Yes,0,Graduate,No,2333,3803,146.0,360.0,1.0,Rural,131,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
97,122,LP001651,Male,Yes,3+,Graduate,No,3350,1560,135.0,360.0,1.0,Urban,132,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
98,123,LP001652,Male,No,0,Graduate,No,2500,6414,187.0,360.0,0.0,Rural,133,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
99,124,LP001655,Female,No,0,Graduate,No,12500,0,300.0,360.0,0.0,Urban,134,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
100,125,LP001660,Male,No,0,Graduate,No,4667,0,120.0,360.0,1.0,Semiurban,135,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
101,126,LP001662,Male,No,0,Graduate,No,6500,0,71.0,360.0,0.0,Urban,136,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
102,127,LP001663,Male,Yes,2,Graduate,No,7500,0,225.0,360.0,1.0,Urban,137,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
103,128,LP001667,Male,No,0,Graduate,No,3073,0,70.0,180.0,1.0,Urban,138,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
104,130,LP001703,Male,Yes,0,Graduate,No,3333,1270,124.0,360.0,1.0,Urban,139,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
105,131,LP001718,Male,No,0,Graduate,No,3391,0,132.0,360.0,1.0,Rural,140,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
106,132,LP001728,Male,Yes,1,Graduate,Yes,3343,1517,105.0,360.0,1.0,Rural,141,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
107,133,LP001735,Female,No,1,Graduate,No,3620,0,90.0,360.0,1.0,Urban,142,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
108,134,LP001737,Male,No,0,Graduate,No,4000,0,83.0,84.0,1.0,Urban,143,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
109,135,LP001739,Male,Yes,0,Graduate,No,4258,0,125.0,360.0,1.0,Urban,144,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
110,136,LP001742,Male,Yes,2,Graduate,No,4500,0,147.0,360.0,1.0,Rural,145,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
111,137,LP001757,Male,Yes,1,Graduate,No,2014,2925,120.0,360.0,1.0,Rural,146,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
112,140,LP001785,Male,No,0,Graduate,No,4727,0,150.0,360.0,0.0,Rural,147,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
113,141,LP001787,Male,Yes,3+,Graduate,No,3089,2999,100.0,240.0,1.0,Rural,148,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
114,144,LP001794,Male,Yes,2,Graduate,Yes,10890,0,260.0,12.0,1.0,Rural,149,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
115,145,LP001797,Female,No,0,Graduate,No,12941,0,150.0,300.0,1.0,Urban,150,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
116,146,LP001815,Male,No,0,Not Graduate,No,3276,0,90.0,360.0,1.0,Semiurban,151,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1
117,147,LP001817,Male,No,0,Not Graduate,Yes,8703,0,199.0,360.0,0.0,Rural,152,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0
118,148,LP001818,Male,Yes,1,Graduate,No,4742,717,139.0,360.0,1.0,Semiurban,153,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
119,149,LP001822,Male,No,0,Graduate,No,5900,0,150.0,360.0,1.0,Urban,154,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
120,150,LP001827,Male,No,0,Graduate,No,3071,4309,180.0,360.0,1.0,Urban,155,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
121,151,LP001831,Male,Yes,0,Graduate,No,2783,1456,113.0,360.0,1.0,Urban,157,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
122,152,LP001842,Male,No,0,Graduate,No,5000,0,148.0,360.0,1.0,Rural,159,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
123,153,LP001853,Male,Yes,1,Not Graduate,No,2463,2360,117.0,360.0,0.0,Urban,160,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
124,154,LP001855,Male,Yes,2,Graduate,No,4855,0,72.0,360.0,1.0,Rural,161,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
125,155,LP001857,Male,No,0,Not Graduate,Yes,1599,2474,125.0,300.0,1.0,Semiurban,162,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
126,156,LP001862,Male,Yes,2,Graduate,Yes,4246,4246,214.0,360.0,1.0,Urban,163,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
127,157,LP001867,Male,Yes,0,Graduate,No,4333,2291,133.0,350.0,1.0,Rural,164,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
128,158,LP001878,Male,No,1,Graduate,No,5823,2529,187.0,360.0,1.0,Semiurban,166,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
129,159,LP001881,Male,Yes,0,Not Graduate,No,7895,0,143.0,360.0,1.0,Rural,167,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
130,160,LP001886,Male,No,0,Graduate,No,4150,4256,209.0,360.0,1.0,Rural,168,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
131,162,LP001909,Male,No,0,Graduate,No,5583,0,116.0,360.0,1.0,Urban,169,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
132,163,LP001911,Female,No,0,Graduate,No,2708,0,65.0,360.0,1.0,Rural,172,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
133,165,LP001923,Male,No,0,Not Graduate,No,2268,0,170.0,360.0,0.0,Semiurban,173,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
134,166,LP001933,Male,No,2,Not Graduate,No,1141,2017,120.0,360.0,0.0,Urban,174,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
135,167,LP001943,Male,Yes,0,Graduate,No,3042,3167,135.0,360.0,1.0,Urban,175,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
136,169,LP001959,Female,Yes,1,Graduate,No,3564,0,79.0,360.0,1.0,Rural,176,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
137,170,LP001961,Female,No,0,Graduate,No,3958,0,110.0,360.0,1.0,Rural,177,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
138,171,LP001973,Male,Yes,2,Not Graduate,No,4483,0,130.0,360.0,1.0,Rural,178,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
139,172,LP001975,Male,Yes,0,Graduate,No,5225,0,143.0,360.0,1.0,Rural,179,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
140,173,LP001979,Male,No,0,Graduate,No,3017,2845,159.0,180.0,0.0,Urban,180,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
141,174,LP001995,Male,Yes,0,Not Graduate,No,2431,1820,110.0,360.0,0.0,Rural,182,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
142,176,LP002007,Male,Yes,2,Not Graduate,No,2500,3333,131.0,360.0,1.0,Urban,183,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
143,178,LP002016,Male,Yes,2,Graduate,No,5128,0,143.0,360.0,1.0,Rural,184,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
144,180,LP002018,Male,Yes,2,Graduate,No,3958,2632,160.0,360.0,1.0,Semiurban,185,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
145,181,LP002027,Male,Yes,0,Graduate,No,4334,2945,165.0,360.0,1.0,Semiurban,186,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
146,182,LP002028,Male,Yes,2,Graduate,No,4358,0,110.0,360.0,1.0,Urban,189,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
147,183,LP002042,Female,Yes,1,Graduate,No,4000,3917,173.0,360.0,1.0,Rural,190,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
148,186,LP002047,Male,Yes,2,Not Graduate,No,4521,1184,150.0,360.0,1.0,Semiurban,191,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
149,187,LP002056,Male,Yes,2,Graduate,No,9167,0,235.0,360.0,1.0,Semiurban,192,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
150,189,LP002059,Male,Yes,2,Graduate,No,7874,3967,336.0,360.0,1.0,Rural,193,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
151,190,LP002062,Female,Yes,1,Graduate,No,4333,0,132.0,84.0,1.0,Rural,194,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
152,191,LP002064,Male,No,0,Graduate,No,4083,0,96.0,360.0,1.0,Urban,195,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
153,193,LP002070,Male,Yes,3+,Not Graduate,No,2654,1998,128.0,360.0,0.0,Rural,196,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
154,194,LP002077,Male,Yes,1,Graduate,No,10000,2690,412.0,360.0,1.0,Semiurban,199,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
155,195,LP002083,Male,No,0,Graduate,Yes,5833,0,116.0,360.0,1.0,Urban,200,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1
156,196,LP002090,Male,Yes,1,Graduate,No,4796,0,114.0,360.0,0.0,Semiurban,201,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
157,197,LP002096,Male,Yes,0,Not Graduate,No,2000,1600,115.0,360.0,1.0,Rural,203,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
158,198,LP002099,Male,Yes,2,Graduate,No,2540,700,104.0,360.0,0.0,Urban,204,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
159,199,LP002102,Male,Yes,0,Graduate,Yes,1900,1442,88.0,360.0,1.0,Rural,205,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1
160,200,LP002105,Male,Yes,0,Graduate,Yes,8706,0,108.0,480.0,1.0,Rural,206,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
161,201,LP002107,Male,Yes,3+,Not Graduate,No,2855,542,90.0,360.0,1.0,Urban,207,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
162,203,LP002117,Female,Yes,0,Graduate,No,3159,2374,108.0,360.0,1.0,Semiurban,208,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
